country.name,country.iso,region,entities,eu.member,text.category,text.type,source.name,source.link,start.year,end.year,start.date,end.date,complete,retrieval.way,file.type,primary.secondary,storage,archive,init.source,scientific,source.type,meta.vars,organization.name.av,annot.av,codebook.av,vars,analysis.type,full.text.av,text.ready,corpus.type,registration,free.access,copyright,copyright.owner,notes,,,,,,,
Italy,IT,national,"IT: PCI, PSI, PRI, PLI, DC, PSLI, MSI, PSDI, PdUP, PR, DP, FdV, PRC, PDS, LP, LN, LR, , PPI, PI, AD, FI, AN, RI, CCD, The Girasole (‘Sunflower'), PdCI, DS, Olive Tree, M, White Flower, NPSI, House of Freedom, DE, IdV, RnP, UDC, ALD, SVP, InM, P, The Union – Prodi, PdL, PD, UdC, RC, SEL, CD, SC, FDI, 3L, Autonomy Progress Federalism Aosta Valley, M5S, I, LeU, CP, NcL, E, L",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1946,2018,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Latvia,LV,national,"LV: SLAT, LC, LLP, DCP, KDS, LNNK, TB, LZS, L, LSP, LVP, DPS, TSP, TKL, LSDA, JP, TP, ZZS, PCTVL, JL, LPP, SC, LPP/LC, PLL, Unity, National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement', ZRP, SDPS, For Latvia from the Heart, Latvian Association of Regions, Development/For!, New Conservative Party, KPV LV",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1993,2018,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Lithuania,LT,national,"LT: LDDP, LSDP, LCJ, SK, LKDP, LDP, LPKTS, LKDPK, LTS, LLS, LCS, TS, BSDK, NS, LVP, LLRA/AWPL, UdL, UTT, LiCS, DP, VNDS, Coalition Labour Party and Youth, LRLS, PTT, TPP, LVŽS, DK",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1992,2016,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Luxembourg,LU,national,"LU: KPL/PCL, LSAP/POSL, Patriotic and Democratic Group, CSV/PCS, Democratic Group, DP/PD, GAP, GLEI, ADR, The Greens, The Left",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1945,2013,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Malta,MT,national,"MT: PL, PN",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1996,1998,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Netherlands,NL,national,"NL: CPN, PvdA, PvdV, KVP, ARP, CHU, SGP, VVD, D’66Democrats‘66, PPR, DS‘70Democratic Socialists‘70, CDA, RPF, GPV, Centre Party, PSP, GL, Centre Democrats, SP, AOV, Unie 55+Union 55+, LN, CU, LPF, PVV, PvdD, 50PLUS, DENK, FvD",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1946,2017,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Norway,NO,national,"NO: NKP, DnA, V, KrF, H, Farmers’ Party, Socialist People’s Party, Sp, New People’s Party, ALP, SV, FrP, MDG, Ap, Red Party",0,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1945,2017,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Poland,PL,national,"PL: SLD, SD, NSZZ, SP, UD, KLD, PPPP, UPR, PPG, ChDSP, POC, PChD, RdR, WAK, KPN, PZZ, PX, PL, PSL, RAŚ, MN, UP, BBWR, UW, AWS, ROP, PO, PiS, SRP, LPR, LiD, RP, .N, Kukiz'15",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1991,2015,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Portugal,PT,national,"PT: UDP, PCP, MDP, PS, PPD, CDS, PPM, PSD, ASDI, UEDS, PEV, PRD, ID, CDU, PSN, BE, PàF, PAN, L, IL, Enough",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1975,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Romania,RO,national,"RO: MER, PER, FSN, PSDR, PNL, PNŢCD, PND, FDRT, GDC, PUNR, PR, AUR, PDAR, UDMR/RMDSz, FDSN, CDR, PRM, PSM, PDSR, USD, PD, PSD, ADA, PDL, USL, ARD, PP, ALDE, USR, PMP",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2016,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Slovakia,SK,national,"SK: SZ, SDľ, DS, VPN, KDH, SNS, ESWS, ADSR, HZDS, ZRS, SV, DÚS, NDS, MK, MKdH/MKdM, MOS/MPP, SOP, SDK, SMK/MKP, KSS, Smer, ANO, SDKÚ, SaS, OKS, Bridge, OľaNO, Network, ĽSNS, We Are Family",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2016,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Slovenia,SI,national,"SI: ZS, ZKS, SDSS, LDS, DSS, SKD, SLS, SKZ, ZL, SNS, ZLSD, DeSUS, Nsi, SMS, SD, SDS, For Real, PS, LGV, ZaAB, SMC, The Left, LMŠ, SAB",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1990,2018,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Spain,ES,national,"ES: PCE, PSOE, UCD, AP, EE, PNV/EAJ, PAR, ERC, PA, CiU, PDP, CDS, IU, PL, PP, EA, CC, BNG, CHA, UPN, Future Yes, Amaiur, , UPyD, FAC, UP, EH Bildu, In Common We Can, In Tide, DL, We can, C's, United We Can, Compromís–Podemos–EUPV, CDC, VOX, CCa, JxCat, PRC, More Commitment, More Country - Equo, CUP, Teruel exists",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1977,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Sweden,SE,national,"SE: SKP, SAP, FP, Right Party, Agrarian Party, CP, VPK, MSP, KDS, MP, V, KdS, NyD, Kd, SD, L",1,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1944,2018,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Switzerland,CH,national,"CH: SPS/PSS, LdU/AdI, FDP/PRD, Conservative People’s Party, BGB/PAB, Conservative Christian Social Party, CVP/PDC, EVP/PEV, NA/AN, SVP/UDC, Greens, GPS/FPE, GPS/PES, Swiss Motorists’ Party, PdAS/PdTS, LPS/PLS, SD/DS, EDU/UDF, FPS, GLP, CSP/PCS, LdT, FDP/PLR, BDP/PBD, MCG, EAG",0,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1947,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
United Kingdom,GB,national,"GB: Labour, Liberal Party, Conservatives, SDP, LibDems, UUP, SNP, DUP, SF, UKIP, GPEW, SDLP, PC, Alliance",0,Manifesto,Manifesto,Manifesto Corpus,https://manifesto-project.wzb.eu/information/documents/corpus,1945,2019,,,0,"1, 3, 4",".pdf, .csv",2,1,0,"Burst, Tobias / Krause, Werner / Lehmann, Pola / Lewandowski, Jirka / Matthieß, Theres / Merz, Nicolas / Regel, Sven / Zehnter, Lisa (202X): Manifesto Corpus. Version: XXXX-X. Berlin: WZB Berlin Social Science Center.",1,"1,  2","partycode, date, language, source, has_eu_code, is_rpimary_doc, may_contradict_code_dataset, manifesto_id, md5sum_text, url_original, md5sum_original, annotations, handboo, is_copy_of, title",1,1,1,NA,"1, 2",1,1,"0, 1",1,1,1,,,,,,,,,
Austria,AT,"national, subnational","AT: SPÖ, ÖVP, FPÖ, GA, LIF, KPÖ, BZÖ, Liste Dr. Hans-Peter Martin, Liste Fritz Dinkhauser, NEOS, TS, PILZ",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1983,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Belgium,BE,"national, subnational","BE: PTB/PVDA, ECOLO, groen!, SP, BSP/PSB, VLD, PSC, CVP, RW, FDF, VU, VB, PRL, cdH, Vivant, MR, Christen Democratisch en Vlaams, N-VA, VU-ID21, Front Nouveau de Belgique, Sociaal-Liberale Partij, LDD, sp.a-SPIRIT, ",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1900,2019,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Croatia,HR,national,"HR: Zivi Zid, Narodna koalicija, Koalicija Milan Bandic, HDZ, MOST, IDS, HDSSB",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,2015,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Cyprus,CY,national,"CY: AKEL, Kinima Sosialdimokraton, DISY, DiKo, Kinima Ikologon - Sinergesia Politou, Kinima Allilengyi",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,2011,2016,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Czech Republic,CZ,"national, subnational","CZ: KSC, CSL, LB, ODA, ODS, LSU, KDS, SPR-RSC, HSD-SMS, CSSD, KDU-CSL, DZJ, US, Koalice, SZ, Sdruzeni nezavislych, Alternativa pro Kraj, Starostové pro Liberecký Kraj, TOP09, Sdruzeni nezavislych, ANO",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1990,2012,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Denmark,DK,national,"DK: VS, SF, SD, CD, RV, V, K, KF, FP, RF, FK, EL, NY, Alternativet, Tjóðveldi",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1981,2015,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Estonia,EE,national,"EE: Kindel Kodu, Rahvaerakond Moodukad, Rahvarinne, Isamaaliit, ERSP, Esti Kodanik, Sõltumatud Kuningriiklased, K, ER, Parempoolsed, KMÜ, Meie Kodu on Eestimaa, EME, EÜRP, EER, RP",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1992,2011,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Finland,FI,national,"FI: SKDL, SSDP, SKL, KK, SK, Deva, VL, VAS, NSP, RKP/SFP, PS, KD, Sininen tulevaisuus",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1983,2019,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
France,FR,national,"FR: PCF, PS, RPF, RPR/UDF, FN, Les Verts, UDF, RPR, GE, UMP, Pôle republicain, Mouvement National Républicain, PR, PRG, La République en Marche!, Les Républicains, La France insoumise",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1981,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Germany,DE,"national, subnational","DE: SPD, FDP, CDU, CSU, 90/Greens, SSW, Die Republikaner, PDS, Deutsche Soziale Union, Arbeit für Bremen und Bremerhaven, Deutsche Volksunion, Nationaldemokratische Partei Deutschlands, Freie Wähler, Partei Rechtsstaatlicher Offensive, Marxistisch-Leninistische Partei Deutschlands, L-PDS, KPD, Wahlalternative Arbeit und Soziale Gerechtigkeit, Bürger in Wut, LINKE, Piraten, AfD, Neue Liberale, Allianz für Fortschritt und Aufbruch",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1975,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
